,base frame,end effector frame,,,,,,
0,base_link,gripper,,,,,,
,x,y,z,qw,qx,qy,qz,time
454,-0.3177657319,0.2137499505,0.6959815214,-0.1439351437,-0.6248431804,-0.0234622067,0.7670092562,10.7197110653
455,-0.3177749774,0.2137827564,0.695963641,-0.1439838726,-0.6248541191,-0.0234513,0.7669915324,11.219974041
456,-0.3177830678,0.2138114675,0.6959479931,-0.144026521,-0.6248636883,-0.0234417581,0.7669760207,11.7216050625
457,-0.317794626,0.2138524867,0.6959256335,-0.1440874538,-0.624877358,-0.0234281265,0.7669538552,12.2285120487
458,-0.317803873,0.2138853052,0.6959077412,-0.1441362062,-0.6248882931,-0.0234172209,0.7669361179,12.7297041416
459,-0.3178154326,0.2139263355,0.6958853708,-0.1441971597,-0.6249019598,-0.0234035906,0.7669139402,13.2306780815
460,-0.3178258364,0.2139632623,0.6958652309,-0.144252018,-0.6249142611,-0.0233913212,0.7668939742,13.731180191
461,-0.3178350844,0.2139960842,0.6958473233,-0.1443007784,-0.6249251975,-0.0233804128,0.7668762216,14.2325861454
462,-0.3178443334,0.2140289177,0.6958294137,-0.1443495591,-0.624936129,-0.0233695082,0.7668584651,14.7326021194
463,-0.3178535821,0.2140617444,0.6958114977,-0.1443983292,-0.6249470647,-0.0233585993,0.7668407036,15.2338540554
464,-0.3178628315,0.2140945786,0.6957935788,-0.1444471125,-0.6249579975,-0.0233476922,0.7668229381,15.7351841927
465,-0.3178732378,0.2141315238,0.6957734158,-0.1445020059,-0.6249702947,-0.0233354233,0.7668029467,16.2362060547
466,-0.3178848006,0.214172573,0.6957510052,-0.1445629979,-0.62498396,-0.0233217887,0.7667807272,16.7364890575
467,-0.3178952077,0.2142095212,0.6957308303,-0.1446178982,-0.6249962579,-0.0233095173,0.7667607238,17.237650156
468,-0.3179044584,0.2142423609,0.6957128911,-0.144666694,-0.6250071919,-0.0232986071,0.7667429378,17.7376670837
469,-0.3179137102,0.2142752128,0.6956949501,-0.1447155111,-0.6250181207,-0.0232877005,0.7667251481,18.2388551235
470,-0.3179229618,0.214308058,0.6956770028,-0.1447643176,-0.6250290536,-0.0232767899,0.7667073533,4.5080721378
471,-0.3179333709,0.2143450216,0.6956568093,-0.1448192471,-0.6250413479,-0.0232645192,0.7666873295,5.0230200291
472,-0.3179437801,0.2143819837,0.6956366094,-0.1448741751,-0.625053644,-0.0232522463,0.7666672998,5.5391201973
473,-0.3179541899,0.2144189495,0.6956164044,-0.1449291102,-0.6250659393,-0.0232399731,0.7666472645,6.0478200913
474,-0.3179634431,0.2144518048,0.6955984386,-0.144977937,-0.625076871,-0.0232290613,0.7666294502,6.5628550053
475,-0.317973854,0.2144887805,0.6955782244,-0.1450328904,-0.6250891635,-0.0232167895,0.7666094045,7.1266560555
476,-0.317983108,0.2145216416,0.6955602498,-0.1450817284,-0.625100094,-0.0232058772,0.7665915808,7.6434221268
477,-0.3179935195,0.2145586186,0.6955400246,-0.1451366858,-0.6251123879,-0.0231936028,0.7665715242,8.1580240727
478,-0.318002775,0.2145914942,0.6955220433,-0.1451855496,-0.6251233132,-0.0231826939,0.7665536916,8.6694941521
479,-0.3180120301,0.214624363,0.6955040556,-0.1452344028,-0.6251342426,-0.0231717809,0.7665358541,9.185819149
480,-0.3180212863,0.2146572435,0.6954860658,-0.1452832763,-0.6251451671,-0.0231608716,0.7665180126,9.6998591423
481,-0.3180305422,0.2146901173,0.6954680697,-0.1453321393,-0.6251560958,-0.023149958,0.7665001661,10.2175011635
482,-0.3180397988,0.2147229985,0.6954500706,-0.1453810155,-0.6251670216,-0.0231390462,0.7664823155,10.7186291218
483,-0.3180490561,0.214755886,0.6954320681,-0.1454299029,-0.6251779453,-0.0231281362,0.7664644606,11.2188651562
484,-0.3180583131,0.2147887671,0.6954140594,-0.1454787805,-0.6251888728,-0.0231172219,0.7664466008,11.7197110653
485,-0.3180675711,0.2148216599,0.6953960486,-0.1455276782,-0.6251997955,-0.0231063114,0.766428737,12.219974041
486,-0.3180768289,0.2148545459,0.6953780315,-0.1455765655,-0.6252107223,-0.0230953966,0.7664108682,12.7216050625
487,-0.3180860877,0.2148874436,0.6953600123,-0.145625473,-0.6252216443,-0.0230844856,0.7663929956,13.2285120487
488,-0.3180941889,0.2149162225,0.6953442401,-0.1456682566,-0.6252312049,-0.0230749345,0.7663773528,13.7297041416
489,-0.3181034484,0.2149491247,0.6953262131,-0.1457171731,-0.6252421262,-0.023064023,0.7663594718,14.2306780815
490,-0.3181115501,0.2149779076,0.6953104339,-0.1457599647,-0.6252516862,-0.0230544716,0.7663438216,14.731180191
491,-0.3181208103,0.2150108145,0.695292399,-0.1458088904,-0.6252626068,-0.0230435597,0.7663259322,15.2325861454
492,-0.3181289127,0.2150396015,0.6952766129,-0.1458516899,-0.6252721661,-0.0230340078,0.7663102748,15.7326021194
493,-0.3181381736,0.2150725129,0.6952585701,-0.1459006247,-0.625283086,-0.0230230954,0.766292377,16.2338540554
494,-0.3181485919,0.2151095315,0.6952382646,-0.1459556657,-0.6252953752,-0.0230108145,0.7662722361,16.7351841927
495,-0.3181590109,0.2151465578,0.6952179548,-0.1460107207,-0.6253076617,-0.0229985353,0.7662520897,17.2362060547
496,-0.3181694308,0.2151835918,0.6951976408,-0.1460657895,-0.6253199455,-0.0229862577,0.7662319381,17.7364890575
497,-0.318178693,0.2152165094,0.6951795784,-0.1461147378,-0.625330866,-0.0229753423,0.7662140204,18.237650156
498,-0.3181867977,0.2152453143,0.6951637704,-0.1461575716,-0.6253404211,-0.0229657911,0.7661983388,18.7376670837
499,-0.3181960603,0.2152782319,0.6951456991,-0.1462065212,-0.6253513432,-0.0229548732,0.7661804125,19.2388551235
500,-0.3182053236,0.2153111566,0.6951276246,-0.1462554836,-0.6253622626,-0.0229439571,0.766162482,5.5080721378
501,-0.3182134293,0.2153399677,0.695111806,-0.1462983295,-0.6253718168,-0.0229344053,0.7661467892,6.0230200291
502,-0.3182226933,0.2153728966,0.6950937235,-0.1463473003,-0.6253827358,-0.0229234893,0.7661288502,6.5391201973
503,-0.3182319579,0.2154058333,0.6950756381,-0.1463962849,-0.6253936516,-0.022912574,0.7661109073,7.0478200913
504,-0.3182412223,0.2154387628,0.6950575462,-0.1464452582,-0.6254045719,-0.022901655,0.7660929591,7.5628550053
505,-0.3182493296,0.2154675874,0.6950417146,-0.1464881294,-0.6254141222,-0.0228921044,0.7660772515,8.1266560555
506,-0.3182585947,0.215500521,0.6950236146,-0.1465371108,-0.6254250421,-0.0228811849,0.7660592949,8.6434221268
507,-0.3182667022,0.2155293443,0.6950077747,-0.1465799811,-0.6254345944,-0.0228716319,0.7660435795,9.1580240727
508,-0.3182759684,0.2155622881,0.6949896682,-0.146628981,-0.6254455108,-0.022860714,0.7660256149,9.6694941521
509,-0.3182852352,0.2155952381,0.6949715583,-0.1466779923,-0.625456425,-0.0228497978,0.766007646,10.185819149
510,-0.3182933436,0.2156240677,0.6949557078,-0.1467208749,-0.6254659764,-0.0228402442,0.7659919193,10.6998591423
511,-0.3183014521,0.2156528945,0.694939853,-0.1467637534,-0.6254755297,-0.0228306885,0.765976189,11.2175011635
512,-0.3183107199,0.2156858516,0.6949217316,-0.1468127786,-0.6254864427,-0.0228197716,0.7659582078,3.5080721378
513,-0.318318829,0.2157146825,0.6949058699,-0.1468556652,-0.6254959954,-0.0228102155,0.76594247,4.0230200291
514,-0.3183280975,0.2157476442,0.6948877406,-0.1469046994,-0.6255069077,-0.0227992982,0.7659244805,4.5391201973
515,-0.3183362072,0.2157764791,0.6948718719,-0.1469475939,-0.6255164598,-0.0227897417,0.7659087353,5.0478200913
516,-0.3183454764,0.2158094454,0.6948537346,-0.1469966373,-0.6255273713,-0.0227788239,0.7658907373,5.5628550053
517,-0.3183547453,0.2158424049,0.694835591,-0.1470456701,-0.625538287,-0.022767902,0.7658727343,6.1266560555
518,-0.3183628566,0.2158712552,0.6948197138,-0.1470885923,-0.6255478336,-0.0227583489,0.7658569784,6.6434221268
519,-0.3183709675,0.2159000981,0.6948038313,-0.1471315027,-0.6255573845,-0.0227487916,0.7658412186,7.1580240727
520,-0.3183802381,0.2159330736,0.6947856781,-0.1471805643,-0.6255682947,-0.0227378729,0.7658232037,7.6694941521
521,-0.3183895084,0.2159660423,0.6947675186,-0.1472296152,-0.6255792089,-0.0227269501,0.7658051838,8.185819149
522,-0.3183976209,0.2159949006,0.6947516276,-0.1472725533,-0.6255887543,-0.0227173962,0.7657894132,8.6998591423
523,-0.3184057333,0.2160237561,0.6947357322,-0.1473154873,-0.6255983018,-0.0227078401,0.7657736389,9.2175011635
524,-0.318415005,0.2160567361,0.6947175621,-0.1473645594,-0.6256092127,-0.0226969186,0.7657556069,9.7186291218
525,-0.3184242767,0.216089714,0.6946993867,-0.1474136286,-0.6256201256,-0.0226859949,0.7657375701,10.2188651562
526,-0.3184335494,0.2161227036,0.6946812092,-0.147462718,-0.6256310335,-0.022675075,0.7657195294,10.7197110653
527,-0.3184428219,0.2161556863,0.6946630253,-0.1475117969,-0.6256419456,-0.0226641508,0.7657014836,11.219974041
528,-0.3184520954,0.2161886808,0.6946448393,-0.147560896,-0.6256528528,-0.0226532304,0.7656834338,11.7216050625
529,-0.3184625281,0.2162257973,0.6946243738,-0.1476161297,-0.6256651255,-0.0226409424,0.7656631222,12.2285120487
530,-0.3184706428,0.2162546677,0.6946084524,-0.1476590935,-0.6256746706,-0.0226313848,0.7656473203,12.7297041416
531,-0.318479917,0.216287665,0.6945902527,-0.1477081996,-0.6256855789,-0.0226204617,0.7656292568,13.2306780815
532,-0.3184915101,0.2163289101,0.6945674958,-0.147769581,-0.6256992161,-0.0226068055,0.7656066707,13.731180191
533,-0.3185019446,0.2163660383,0.69454701,-0.1478248379,-0.6257114869,-0.0225945164,0.7655863376,14.2325861454
534,-0.3185112204,0.2163990483,0.694528797,-0.147873968,-0.6257223917,-0.0225835944,0.7655682591,14.7326021194
535,-0.318520496,0.2164320515,0.6945105775,-0.1479230874,-0.6257333007,-0.0225726683,0.7655501756,15.2338540554
536,-0.3185309318,0.2164691883,0.6944900768,-0.1479783614,-0.6257455702,-0.0225603784,0.7655298265,15.7351841927
537,-0.3185413683,0.2165063328,0.6944695718,-0.1480336491,-0.625757837,-0.0225480901,0.765509472,16.2362060547
538,-0.3185506451,0.2165393439,0.6944513385,-0.1480827843,-0.6257687447,-0.0225371632,0.7654913738,16.7364890575
539,-0.3185610822,0.2165764896,0.6944308222,-0.148138076,-0.6257810129,-0.0225248725,0.7654710083,17.237650156
540,-0.3185703604,0.2166095152,0.6944125821,-0.148187237,-0.6257919152,-0.022513949,0.765452901,17.7376670837
541,-0.3185807984,0.2166466667,0.6943920556,-0.1482425402,-0.6258041825,-0.0225016577,0.7654325247,18.2388551235
542,-0.3185900767,0.2166796882,0.6943738043,-0.1482916961,-0.6258150886,-0.0224907298,0.7654144073,4.5080721378
543,-0.3186005159,0.2167168502,0.6943532687,-0.1483470186,-0.6258273526,-0.0224784399,0.7653940204,5.0230200291
544,-0.318609795,0.2167498769,0.6943350084,-0.1483961847,-0.6258382579,-0.0224675115,0.7653758934,5.5391201973
545,-0.3186190748,0.2167829107,0.6943167448,-0.1484453635,-0.6258491605,-0.0224565849,0.7653577622,6.0478200913
546,-0.3186283553,0.2168159515,0.6942984781,-0.1484945548,-0.6258600605,-0.02244566,0.7653396267,6.5628550053
547,-0.3186376355,0.2168489855,0.6942802049,-0.1485437355,-0.6258709647,-0.022434731,0.7653214861,7.1266560555
548,-0.3186469167,0.2168820313,0.6942619297,-0.1485929365,-0.6258818639,-0.0224238056,0.7653033416,7.6434221268
549,-0.3186561976,0.2169150702,0.694243648,-0.1486421268,-0.6258927672,-0.0224128761,0.765285192,8.1580240727
550,-0.3186654795,0.2169481208,0.6942253642,-0.1486913376,-0.6259036657,-0.0224019503,0.7652670384,8.6694941521
551,-0.3186747612,0.2169811645,0.694207074,-0.1487405376,-0.6259145683,-0.0223910203,0.7652488797,9.185819149
552,-0.3186840435,0.2170142154,0.6941887806,-0.1487897503,-0.6259254683,-0.0223800921,0.7652307168,9.6998591423
553,-0.3186933265,0.2170472733,0.6941704841,-0.1488389756,-0.6259363655,-0.0223691656,0.7652125496,10.2175011635
554,-0.3187026093,0.2170803244,0.6941521811,-0.1488881902,-0.625947267,-0.022358235,0.7651943773,10.7186291218
555,-0.3187130535,0.2171175197,0.6941315874,-0.1489435788,-0.6259595259,-0.0223459419,0.7651739287,11.2188651562
556,-0.3187223374,0.2171505812,0.6941132766,-0.1489928126,-0.6259704239,-0.0223350128,0.7651557472,11.7197110653
557,-0.3187339424,0.2171919055,0.6940903806,-0.1490543513,-0.6259840489,-0.0223213489,0.7651330134,12.219974041
558,-0.3187525124,0.2172580453,0.6940537362,-0.1491528511,-0.6260058413,-0.0222994913,0.7650966255,12.7216050625
559,-0.3187687618,0.217315917,0.6940216564,-0.1492390397,-0.6260249126,-0.0222803614,0.7650647707,13.2285120487
560,-0.3187861734,0.2173779356,0.6939872717,-0.1493314095,-0.6260453424,-0.0222598664,0.7650306254,13.7297041416
561,-0.3188024254,0.2174358273,0.6939551658,-0.1494176366,-0.626064409,-0.022240737,0.764998742,14.2306780815
562,-0.3188210005,0.2175019985,0.6939184573,-0.1495162001,-0.6260861979,-0.022218874,0.7649622869,14.731180191
563,-0.3188372552,0.2175599108,0.6938863244,-0.1496024667,-0.6261052597,-0.0221997451,0.764930374,15.2325861454
564,-0.3188535107,0.217617826,0.6938541774,-0.1496887405,-0.6261243226,-0.0221806135,0.7648984469,15.7326021194
565,-0.318869767,0.2176757439,0.6938220161,-0.1497750213,-0.6261433866,-0.0221614793,0.7648665055,16.2338540554
566,-0.3188883476,0.217741955,0.6937852466,-0.1498736628,-0.6261651676,-0.022139615,0.7648299847,16.7351841927
567,-0.3189046063,0.2177998889,0.6937530572,-0.1499599755,-0.626184229,-0.0221204792,0.7647980135,17.2362060547
568,-0.3189208664,0.217857835,0.6937208558,-0.1500463107,-0.626203287,-0.0221013448,0.7647660286,17.7364890575
569,-0.318937128,0.2179157931,0.6936886423,-0.1501326686,-0.6262223415,-0.0220822116,0.7647340301,18.237650156
570,-0.3189522283,0.217969609,0.693658716,-0.1502128563,-0.6262400382,-0.0220644407,0.7647043041,18.7376670837
571,-0.3189673303,0.2180234407,0.6936287804,-0.1502930724,-0.6262577294,-0.0220466731,0.7646745667,19.2388551235
572,-0.3189766238,0.2180565636,0.6936103512,-0.1503424299,-0.6262686195,-0.0220357357,0.7646562603,5.5080721378
573,-0.3189847565,0.2180855568,0.6935942241,-0.1503856363,-0.6262781437,-0.022026169,0.7646402389,6.0230200291
574,-0.3189928888,0.2181145426,0.6935780916,-0.1504288309,-0.6262876722,-0.0220165982,0.7646242135,6.5391201973
575,-0.3190021839,0.2181476814,0.6935596527,-0.1504782173,-0.6262985566,-0.0220056642,0.7646058951,7.0478200913
576,-0.3190114787,0.2181808134,0.6935412073,-0.1505275929,-0.6263094452,-0.0219947259,0.7645875716,7.5628550053
577,-0.3190196126,0.2182098146,0.6935250661,-0.1505708153,-0.6263189681,-0.0219851585,0.7645715353,8.1266560555
578,-0.3190289081,0.2182429511,0.6935066127,-0.1506202,-0.626329856,-0.0219742198,0.7645532032,8.6434221268
579,-0.3190370426,0.2182719563,0.6934904645,-0.1506634303,-0.6263393782,-0.0219646521,0.7645371594,9.1580240727
580,-0.3190463388,0.2183050973,0.693472003,-0.1507128241,-0.6263502654,-0.021953713,0.7645188187,9.6694941521
581,-0.3190544738,0.2183341065,0.6934558477,-0.1507560624,-0.626359787,-0.0219441448,0.7645027674,10.185819149
582,-0.3190626088,0.2183631129,0.693439688,-0.1507992965,-0.6263693106,-0.0219345745,0.7644867123,10.6998591423
583,-0.3190719063,0.2183962654,0.6934212158,-0.1508487116,-0.6263801944,-0.0219236368,0.7644683594,11.2175011635
584,-0.3190800419,0.2184252756,0.6934050491,-0.1508919535,-0.6263897174,-0.0219140661,0.7644522968,11.7186291218
585,-0.3190893398,0.2184584279,0.6933865677,-0.1509413697,-0.6264006027,-0.021903126,0.7644339349,12.2188651562
586,-0.3190998006,0.2184957324,0.6933657722,-0.1509969775,-0.6264128457,-0.0218908204,0.7644132727,12.7197110653
587,-0.319110262,0.2185330395,0.6933449712,-0.1510525909,-0.6264250884,-0.021878515,0.7643926046,13.219974041
588,-0.3191183989,0.218562059,0.693328789,-0.151095851,-0.6264346097,-0.021868943,0.7643765256,13.7216050625
589,-0.319128861,0.218599372,0.6933079784,-0.1511514759,-0.6264468512,-0.0218566365,0.7643558473,14.2285120487
590,-0.3191404861,0.2186408345,0.6932848491,-0.1512132885,-0.6264604524,-0.0218429624,0.7643328646,14.7297041416
591,-0.3191497869,0.2186740119,0.6932663419,-0.1512627518,-0.6264713306,-0.0218320248,0.7643144736,15.2306780815
592,-0.3191579249,0.2187030353,0.6932501425,-0.1513060215,-0.626480853,-0.0218224505,0.7642983772,15.731180191
593,-0.3191672264,0.2187362173,0.6932316273,-0.151355494,-0.6264917304,-0.0218115125,0.7642799776,16.2325861454
594,-0.3191753652,0.2187652493,0.6932154219,-0.1513987795,-0.6265012498,-0.0218019398,0.7642638739,16.7326021194
595,-0.319183504,0.2187942786,0.6931992121,-0.1514420608,-0.6265107713,-0.021792365,0.7642477664,17.2338540554
596,-0.3191928064,0.2188274672,0.693180685,-0.1514915466,-0.6265216476,-0.0217814264,0.7642293542,17.7351841927
597,-0.3192009458,0.2188565005,0.6931644681,-0.1515348359,-0.6265311685,-0.0217718512,0.7642132392,18.2362060547
598,-0.319210249,0.2188896936,0.6931459329,-0.1515843307,-0.6265420441,-0.0217609122,0.7641948184,18.7364890575
599,-0.3192183889,0.2189187308,0.693129709,-0.151627628,-0.6265515642,-0.0217513366,0.7641786958,19.237650156
600,-0.3192276927,0.2189519285,0.6931111656,-0.1516771319,-0.6265624391,-0.0217403972,0.7641602664,19.7376670837
601,-0.3192358333,0.2189809697,0.6930949346,-0.1517204371,-0.6265719586,-0.0217308213,0.7641441363,20.2388551235
602,-0.3192451378,0.219014172,0.6930763832,-0.15176995,-0.6265828327,-0.0217198815,0.7641256983,6.5080721378
603,-0.319254442,0.2190473673,0.6930578253,-0.1518194522,-0.626593711,-0.0217089374,0.7641072551,7.0230200291
604,-0.3192625841,0.2190764239,0.6930415856,-0.1518627852,-0.6266032249,-0.0216993649,0.764091114,7.5391201973
605,-0.319271889,0.2191096237,0.6930230195,-0.1519122965,-0.6266141025,-0.0216884205,0.7640726622,8.0478200913
606,-0.3192800316,0.2191386844,0.6930067728,-0.1519556375,-0.6266236158,-0.0216788476,0.7640565136,8.5628550053
607,-0.3192893372,0.2191718887,0.6929881986,-0.1520051578,-0.6266344926,-0.0216679028,0.7640380531,9.1266560555
608,-0.3192974804,0.2192009533,0.6929719447,-0.1520485067,-0.6266440052,-0.0216583296,0.764021897,9.6434221268
609,-0.31930795,0.2192383141,0.6929510395,-0.1521042285,-0.6266562405,-0.0216460164,0.764001119,10.1580240727
610,-0.3193160939,0.2192673829,0.6929347781,-0.1521475859,-0.6266657524,-0.0216364428,0.7639849548,10.6694941521
611,-0.3193254008,0.2193005967,0.6929161872,-0.152197125,-0.6266766277,-0.0216254971,0.7639664765,11.185819149
612,-0.3193347087,0.2193338222,0.6928975941,-0.1522466846,-0.626687498,-0.0216145551,0.7639479942,11.6998591423
613,-0.3193440164,0.2193670408,0.6928789945,-0.1522962333,-0.6266983726,-0.021603609,0.7639295067,12.2175011635
614,-0.3193521615,0.2193961178,0.6928627184,-0.1523396071,-0.6267078831,-0.0215940346,0.7639133269,4.5080721378
615,-0.3193614698,0.219429341,0.6928441107,-0.1523891649,-0.6267187569,-0.0215830881,0.7638948308,5.0230200291
616,-0.3193696154,0.219458422,0.6928278275,-0.1524325467,-0.6267282667,-0.0215735134,0.7638786434,5.5391201973
617,-0.3193789244,0.2194916496,0.6928092117,-0.1524821136,-0.6267391398,-0.0215625664,0.7638601387,6.0478200913
618,-0.3193870707,0.2195207346,0.6927929213,-0.1525255033,-0.626748649,-0.0215529914,0.7638439438,6.5628550053
619,-0.3193963803,0.2195539668,0.6927742974,-0.1525750792,-0.6267595213,-0.021542044,0.7638254304,7.1266560555
620,-0.3194045271,0.2195830557,0.6927579999,-0.1526184769,-0.6267690298,-0.0215324686,0.7638092279,7.6434221268
621,-0.3194138375,0.2196162924,0.6927393679,-0.1526680619,-0.6267799014,-0.0215215208,0.7637907058,8.1580240727
622,-0.3194231488,0.2196495409,0.6927207337,-0.1527176674,-0.6267907679,-0.0215105768,0.7637721797,8.6694941521
623,-0.3194324598,0.2196827825,0.6927020929,-0.1527672621,-0.6268016386,-0.0214996286,0.7637536484,9.185819149
624,-0.3194417718,0.2197160358,0.69268345,-0.1528168773,-0.6268125043,-0.0214886842,0.7637351131,9.6998591423
625,-0.3194499195,0.2197451257,0.6926671319,-0.1528602799,-0.6268220158,-0.0214791039,0.7637188903,10.2175011635
626,-0.3194592322,0.2197783836,0.6926484808,-0.1529099042,-0.6268328807,-0.021468159,0.7637003463,10.7186291218
627,-0.3194685446,0.2198116345,0.6926298233,-0.1529595177,-0.6268437499,-0.0214572099,0.7636817972,11.2188651562
628,-0.319477858,0.2198448972,0.6926111635,-0.1530091517,-0.626854614,-0.0214462647,0.7636632439,11.7197110653
629,-0.3194871714,0.2198781577,0.6925924984,-0.1530587828,-0.62686548,-0.0214353172,0.7636446858,12.219974041
630,-0.3194964849,0.2199114158,0.6925738278,-0.1531084106,-0.626876348,-0.0214243675,0.7636261228,12.7216050625
631,-0.3195057993,0.2199446857,0.692555155,-0.1531580591,-0.626887211,-0.0214134216,0.7636075557,13.2285120487
632,-0.3195139492,0.2199737901,0.6925388108,-0.1532014908,-0.62689672,-0.02140384,0.7635913051,13.7297041416
633,-0.3195232643,0.2200070646,0.6925201298,-0.1532511484,-0.6269075822,-0.0213928936,0.7635727294,14.2306780815
634,-0.3195325791,0.2200403321,0.6925014424,-0.1533007951,-0.6269184486,-0.0213819431,0.7635541484,14.731180191
635,-0.3195418949,0.2200736114,0.6924827528,-0.1533504623,-0.62692931,-0.0213709963,0.7635355634,15.2325861454
636,-0.3195512105,0.2201068837,0.6924640567,-0.1534001187,-0.6269401756,-0.0213600454,0.7635169732,15.7326021194
637,-0.319560527,0.2201401679,0.6924453584,-0.1534497956,-0.6269510361,-0.0213490982,0.7634983789,16.2338540554
638,-0.3195698432,0.220173445,0.6924266535,-0.1534994616,-0.6269619009,-0.0213381468,0.7634797794,16.7351841927
639,-0.3195791601,0.2202067297,0.6924079455,-0.153549141,-0.6269727628,-0.0213271972,0.7634611756,17.2362060547
640,-0.3195873127,0.220235855,0.6923915723,-0.1535926132,-0.626982267,-0.0213176161,0.7634448934,17.7364890575
641,-0.319597795,0.2202733051,0.6923705162,-0.1536485124,-0.6269944859,-0.0213052973,0.763423954,18.237650156
642,-0.3196071133,0.2203066013,0.6923517961,-0.1536982135,-0.6270053445,-0.0212943491,0.7634053366,18.7376670837
643,-0.3196175961,0.2203440524,0.6923307285,-0.1537541163,-0.6270175648,-0.0212820278,0.7633843858,19.2388551235
644,-0.3196269148,0.220377349,0.692311998,-0.1538038198,-0.6270284248,-0.0212710771,0.7633657582,5.5080721378
645,-0.3196362342,0.2204106528,0.6922932643,-0.1538535361,-0.627039282,-0.0212601282,0.7633471263,6.0230200291
646,-0.3196455533,0.2204439495,0.6922745241,-0.1539032414,-0.6270501435,-0.0212491751,0.7633284891,6.5391201973
647,-0.3196572031,0.2204855797,0.6922510941,-0.1539653897,-0.6270637169,-0.0212354859,0.7633051865,7.0478200913
648,-0.3196653586,0.2205147278,0.6922346901,-0.154008906,-0.6270732156,-0.0212259052,0.7632888707,7.5628550053
649,-0.3196758439,0.2205521958,0.6922135918,-0.1540648427,-0.6270854331,-0.0212135824,0.7632678873,8.1266560555
650,-0.3196851651,0.2205855122,0.6921948352,-0.1541145843,-0.6270962882,-0.0212026324,0.763249231,8.6434221268
651,-0.3196956515,0.2206229907,0.6921737276,-0.1541705406,-0.6271085024,-0.0211903112,0.7632282368,9.1580240727
652,-0.3197073036,0.2206646371,0.6921502682,-0.1542327214,-0.627122073,-0.0211766205,0.763204903,9.6694941521
653,-0.3197166254,0.2206979522,0.6921314947,-0.1542824635,-0.6271329315,-0.0211656658,0.7631862304,10.185819149
654,-0.3197259482,0.2207312791,0.692112719,-0.1543322263,-0.6271437848,-0.0211547148,0.7631675538,10.6998591423
655,-0.3197352707,0.220764599,0.6920939368,-0.1543819782,-0.6271546424,-0.0211437597,0.763148872,11.2175011635
656,-0.3197445941,0.2207979308,0.6920751523,-0.1544317506,-0.6271654949,-0.0211328083,0.763130186,11.7186291218
657,-0.3197527519,0.2208270892,0.6920587103,-0.1544752907,-0.6271749949,-0.0211232219,0.7631138315,12.2188651562
658,-0.319762076,0.2208604254,0.6920399177,-0.1545250722,-0.6271858467,-0.0211122702,0.7630951368,12.7197110653
659,-0.3197702343,0.2208895878,0.6920234685,-0.1545686203,-0.627195346,-0.0211026835,0.7630787747,13.219974041
660,-0.319779559,0.2209229286,0.6920046677,-0.1546184108,-0.627206197,-0.0210917313,0.7630600713,13.7216050625
661,-0.3197877179,0.2209520949,0.6919882114,-0.1546619668,-0.6272156957,-0.0210821442,0.7630437015,14.2285120487
662,-0.3197970433,0.2209854402,0.6919694023,-0.1547117664,-0.6272265459,-0.0210711917,0.7630249893,14.7297041416
663,-0.3198063685,0.2210187784,0.6919505867,-0.1547615551,-0.6272374004,-0.0210602349,0.763006272,15.2306780815
664,-0.3198156946,0.2210521285,0.691931769,-0.1548113644,-0.6272482498,-0.021049282,0.7629875506,15.731180191
665,-0.3198238547,0.221081303,0.6919152978,-0.1548549368,-0.6272577471,-0.0210396942,0.762971165,16.2325861454
666,-0.3198331814,0.2211146576,0.6918964718,-0.1549047551,-0.6272685957,-0.0210287408,0.7629524348,16.7326021194
667,-0.3198425079,0.2211480051,0.6918776392,-0.1549545626,-0.6272794486,-0.0210177833,0.7629336994,17.2338540554
668,-0.3198518354,0.2211813646,0.6918588045,-0.1550043906,-0.6272902964,-0.0210068295,0.7629149599,17.7351841927
669,-0.3198611626,0.2212147169,0.6918399632,-0.1550542077,-0.6273011485,-0.0209958715,0.7628962152,18.2362060547
670,-0.3198693248,0.2212439111,0.6918234755,-0.1550978165,-0.6273106393,-0.0209862869,0.7628798102,18.7364890575
671,-0.3198786526,0.221277268,0.691804626,-0.1551476426,-0.6273214906,-0.0209753285,0.7628610568,19.237650156
672,-0.3198891472,0.2213148027,0.6917834162,-0.1552037117,-0.6273336952,-0.0209630023,0.7628399539,19.7376670837
673,-0.3198984764,0.2213481741,0.6917645596,-0.1552535639,-0.627344541,-0.0209520475,0.762821191,20.2388551235
674,-0.3199078054,0.2213815385,0.6917456964,-0.1553034052,-0.627355391,-0.0209410885,0.762802423,6.5080721378
675,-0.3199171353,0.2214149147,0.6917268309,-0.1553532671,-0.6273662359,-0.0209301332,0.7627836508,7.0230200291
676,-0.3199276315,0.2214524605,0.6917056008,-0.1554093586,-0.6273784386,-0.0209178061,0.7627625262,7.5391201973
677,-0.3199381278,0.2214900047,0.6916843641,-0.1554654483,-0.6273906431,-0.0209054767,0.7627413954,8.0478200913
678,-0.3199474588,0.2215233887,0.6916654844,-0.1555153259,-0.6274014867,-0.0208945208,0.7627226081,8.5628550053
679,-0.3199591227,0.2215651162,0.6916418773,-0.1555776698,-0.6274150435,-0.0208808232,0.762699117,9.1266560555
680,-0.3199719533,0.2216110161,0.6916159004,-0.1556462489,-0.6274299577,-0.0208657533,0.762673268,9.6434221268
681,-0.3199836184,0.2216527515,0.6915922788,-0.1557086087,-0.6274435131,-0.020852055,0.7626497616,10.1580240727
